# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items	category
GO:0071556	CC	e	integral component of lumenal side of endoplasmic reticulum membrane	21/4388	28/19370	4.295669462029683e-07	6	21	9.531590795285852e-05	811, 821, 972, 3106, 3107, 3113, 3115, 3117, 3118, 3119, 3122, 3123, 3125, 3127, 3133, 3134, 6892, 56928, 81502, 84888, 121665	MAPTAC_class_II
GO:0001772	CC	e	immunological synapse	25/4388	43/19370	5.44684117945461e-07	2	25	9.531590795285852e-05	214, 396, 490, 923, 940, 951, 975, 1845, 3122, 3123, 3383, 3958, 4627, 5573, 5795, 7430, 8417, 9306, 10015, 10451, 11151, 23513, 27020, 27040, 81609	MAPTAC_class_II
GO:0005840	CC	e	ribosome	27/4388	46/19370	6.914305233337614e-07	5	27	9.531590795285852e-05	23, 821, 5610, 6133, 6155, 6173, 6188, 6191, 6193, 6201, 6203, 6204, 6205, 6207, 6218, 6222, 6223, 6228, 6230, 6238, 6730, 7536, 9349, 10985, 23521, 51081, 90480	MAPTAC_class_II
GO:0022627	CC	e	cytosolic small ribosomal subunit	33/4388	41/19370	7.729254674959961e-07	5	33	9.531590795285852e-05	3039, 3040, 3921, 6187, 6188, 6189, 6191, 6193, 6194, 6201, 6202, 6203, 6204, 6205, 6207, 6208, 6209, 6210, 6217, 6218, 6222, 6223, 6224, 6227, 6228, 6230, 6233, 6234, 6235, 7311, 9636, 54505, 83939	MAPTAC_class_II
GO:0042470	CC	e	melanosome	67/4388	100/19370	8.306609557895492e-07	8	67	9.531590795285852e-05	191, 302, 309, 476, 483, 535, 682, 813, 821, 1200, 1213, 1267, 1508, 1509, 1638, 2040, 2194, 2923, 3309, 3312, 3320, 3326, 3688, 3916, 4323, 4673, 5034, 5052, 5176, 5479, 5861, 5862, 5868, 5869, 5878, 5901, 6184, 6386, 6490, 6509, 6510, 6513, 6520, 6809, 6856, 7037, 7184, 7529, 7531, 7534, 8836, 9145, 9367, 9601, 10015, 10130, 10211, 10575, 10961, 10972, 11021, 23193, 23385, 27044, 51393, 55161, 80331	MAPTAC_class_II
GO:0031258	CC	e	lamellipodium membrane	16/4388	22/19370	8.405724611318651e-07	5	16	9.531590795285852e-05	960, 1072, 1464, 1969, 3685, 7408, 9780, 10297, 10630, 10787, 10979, 23129, 23224, 25800, 57026, 84168	MAPTAC_class_II
GO:0035578	CC	e	azurophil granule lumen	53/4388	91/19370	8.499194626531684e-07	7	53	9.531590795285852e-05	47, 302, 383, 410, 718, 1075, 1727, 1778, 2171, 2444, 2512, 2517, 2519, 2588, 2665, 2717, 2720, 2760, 2896, 2990, 3074, 4069, 4125, 5036, 5476, 5594, 5611, 5707, 6278, 6386, 7276, 7415, 8635, 8804, 8836, 9588, 9798, 10097, 10487, 10493, 10576, 10577, 10694, 23526, 23593, 29952, 54472, 55860, 79980, 81567, 203068, 387921, 388697	MAPTAC_class_II
GO:0022625	CC	e	cytosolic large ribosomal subunit	49/4388	56/19370	1.0279788935626653e-06	5	49	9.531590795285852e-05	4736, 6122, 6124, 6125, 6128, 6129, 6130, 6132, 6133, 6134, 6135, 6136, 6137, 6139, 6141, 6142, 6143, 6144, 6146, 6147, 6152, 6154, 6155, 6156, 6157, 6158, 6159, 6160, 6161, 6164, 6165, 6166, 6167, 6168, 6169, 6170, 6173, 6175, 6176, 6181, 7311, 9045, 9349, 11224, 23521, 25873, 51121, 65008, 285855	MAPTAC_class_II
GO:0031093	CC	e	platelet alpha granule lumen	38/4388	67/19370	1.1297841215940156e-06	7	38	9.531590795285852e-05	1, 2, 81, 87, 197, 213, 226, 351, 710, 1191, 2157, 2243, 2244, 2335, 3082, 3273, 3479, 3481, 3671, 3827, 5054, 5154, 5265, 5340, 5552, 5627, 5768, 6678, 7057, 7076, 7114, 7450, 10490, 10916, 29789, 51368, 54863, 139322	MAPTAC_class_II
GO:0035577	CC	e	azurophil granule membrane	35/4388	57/19370	1.213451771382406e-06	8	35	9.531590795285852e-05	527, 684, 968, 1650, 2040, 2548, 2683, 3916, 3920, 4126, 5284, 5547, 5660, 5878, 6836, 6845, 8895, 8904, 9145, 9218, 9342, 9545, 10043, 10396, 10970, 23317, 23385, 25798, 55004, 55754, 79888, 80331, 84061, 154664, 374395	MAPTAC_class_II
GO:0030864	CC	e	cortical actin cytoskeleton	26/4388	47/19370	1.2142155946698082e-06	7	26	9.531590795285852e-05	357, 824, 999, 1000, 1627, 1915, 2017, 2319, 2934, 3927, 4771, 5962, 6513, 9948, 10211, 10487, 11151, 11214, 23406, 55915, 57619, 79083, 84687, 91663, 130271, 134549	MAPTAC_class_II
GO:0010494	CC	e	cytoplasmic stress granule	41/4388	76/19370	1.413453110302104e-06	7	41	9.531590795285852e-05	1153, 1653, 1656, 1965, 1977, 1981, 1994, 2332, 3190, 3837, 4076, 4154, 4904, 5563, 6093, 6311, 6780, 7415, 7706, 7812, 8444, 8761, 9898, 9908, 10084, 10146, 10642, 10658, 11273, 22794, 23185, 23215, 23367, 23435, 26058, 26065, 26986, 51441, 54915, 57532, 253943	MAPTAC_class_II
GO:0022626	CC	e	cytosolic ribosome	69/4388	76/19370	1.413453110302104e-06	6	69	9.531590795285852e-05	3921, 4736, 6122, 6124, 6125, 6128, 6129, 6130, 6132, 6133, 6134, 6135, 6136, 6137, 6139, 6141, 6142, 6143, 6144, 6146, 6147, 6152, 6154, 6155, 6156, 6157, 6158, 6159, 6160, 6161, 6164, 6165, 6167, 6168, 6169, 6170, 6173, 6175, 6176, 6187, 6188, 6189, 6191, 6193, 6194, 6201, 6202, 6203, 6204, 6205, 6207, 6208, 6209, 6210, 6217, 6218, 6222, 6223, 6224, 6227, 6228, 6230, 6233, 7311, 9045, 9349, 11224, 23521, 25873	MAPTAC_class_II
GO:0071013	CC	e	catalytic step 2 spliceosome	46/4388	85/19370	1.497265452819368e-06	4	46	9.531590795285852e-05	988, 1655, 3178, 3181, 3183, 3185, 3187, 3190, 3192, 4670, 5356, 5411, 6627, 6629, 6633, 6635, 6636, 6637, 8175, 9092, 9343, 9410, 9716, 9939, 10236, 10286, 10291, 10450, 10492, 10594, 10946, 10992, 22938, 23020, 23450, 23451, 23517, 23524, 26986, 27316, 27339, 51639, 51645, 55596, 60625, 220988	MAPTAC_class_II
GO:0005604	CC	e	basement membrane	57/4388	85/19370	1.497265452819368e-06	5	57	9.531590795285852e-05	283, 302, 333, 667, 954, 977, 1280, 1285, 1286, 1287, 1289, 1294, 1296, 1299, 1308, 1605, 2200, 2335, 3339, 3371, 3691, 3908, 3909, 3910, 3911, 3912, 3913, 3915, 3918, 4016, 4017, 4811, 5176, 6678, 7045, 7058, 7076, 7399, 8455, 8573, 8577, 9423, 9510, 22795, 55214, 64093, 64856, 80144, 80781, 83872, 133584, 151887, 255743, 284217, 341640, 375567, 375790	MAPTAC_class_II
GO:0005793	CC	e	endoplasmic reticulum-Golgi intermediate compartment	39/4388	77/19370	1.5153542006746755e-06	5	39	9.531590795285852e-05	290, 871, 1315, 2335, 3146, 3309, 3998, 4043, 4121, 4924, 4925, 5034, 6836, 8842, 9321, 9798, 10130, 10841, 10960, 10972, 11261, 11282, 11320, 22820, 23071, 23423, 29097, 51006, 51112, 54732, 55014, 55757, 56005, 56886, 65258, 81562, 90522, 222068, 285704	MAPTAC_class_II
GO:0030669	CC	e	clathrin-coated endocytic vesicle membrane	39/4388	69/19370	1.5201985365303994e-06	8	39	9.531590795285852e-05	160, 163, 338, 348, 374, 915, 950, 972, 1173, 1175, 1213, 1839, 1956, 2535, 3113, 3115, 3117, 3118, 3119, 3122, 3123, 3125, 3127, 3482, 3949, 4036, 4074, 4920, 5868, 6844, 6845, 7018, 7037, 7474, 9856, 10618, 11021, 50489, 143425	MAPTAC_class_II
GO:0043202	CC	e	lysosomal lumen	68/4388	95/19370	1.5430903777844783e-06	6	68	9.531590795285852e-05	53, 176, 338, 356, 410, 427, 950, 972, 1200, 1462, 1464, 1509, 1513, 1514, 1515, 1520, 2239, 2262, 2517, 2548, 2581, 2588, 2629, 2717, 2719, 2720, 2760, 2817, 2990, 2992, 3073, 3074, 3312, 3320, 3339, 3920, 3988, 4060, 4125, 4126, 4669, 4758, 5476, 5538, 5641, 5660, 6382, 6383, 6385, 6448, 6609, 8635, 8722, 9374, 9672, 10082, 10437, 10577, 10675, 23324, 23646, 27065, 54749, 66005, 81567, 196463, 221914, 375790	MAPTAC_class_II
GO:0008540	CC	e	proteasome regulatory particle, base subcomplex	9/4388	9/19370	1.5612588690172212e-06	2	9	9.531590795285852e-05	5700, 5701, 5702, 5704, 5705, 5706, 5707, 5708, 5710	MAPTAC_class_II
GO:0032580	CC	e	Golgi cisterna membrane	42/4388	90/19370	1.5707254809345462e-06	4	42	9.531590795285852e-05	2523, 2526, 2530, 2589, 2590, 2591, 2683, 4924, 6272, 6480, 6483, 6484, 6487, 8702, 8703, 8704, 8853, 9331, 9334, 11285, 22856, 23011, 23423, 25963, 27032, 27065, 27333, 51172, 54480, 55454, 57531, 79586, 79683, 79690, 80146, 84750, 124583, 126792, 170384, 283358, 337876, 338707	MAPTAC_class_II
GO:0045335	CC	e	phagocytic vesicle	33/4388	64/19370	1.5826934436707732e-06	8	33	9.531590795285852e-05	752, 998, 1520, 2317, 2475, 2923, 3685, 3693, 3799, 4218, 4641, 5868, 6504, 6812, 6845, 7431, 7791, 7879, 8766, 9230, 9367, 9482, 10228, 10392, 11151, 23208, 23580, 23673, 25921, 51552, 51762, 112936, 219972	MAPTAC_class_II
GO:0012507	CC	e	ER to Golgi transport vesicle membrane	32/4388	54/19370	1.6127029298587514e-06	7	32	9.531590795285852e-05	374, 567, 972, 3106, 3107, 3113, 3115, 3117, 3118, 3119, 3122, 3123, 3125, 3127, 3133, 3134, 3998, 6720, 6721, 6811, 8615, 9632, 9919, 10175, 10427, 10484, 10490, 10802, 10972, 22872, 55014, 90411	MAPTAC_class_II
GO:0043235	CC	e	receptor complex	88/4388	209/19370	1.6469920675154744e-06	2	88	9.531590795285852e-05	90, 91, 92, 93, 351, 659, 780, 1271, 1380, 1438, 1956, 1969, 2022, 2042, 2043, 2044, 2045, 2048, 2050, 2064, 2065, 2066, 2261, 2263, 2264, 2321, 2324, 2674, 2690, 2861, 3480, 3561, 3570, 3572, 3598, 3643, 3675, 3688, 3689, 3691, 3693, 3695, 3710, 3791, 3815, 3949, 3953, 3977, 4035, 4036, 4041, 4058, 4077, 4233, 4851, 4853, 4854, 4919, 4920, 5284, 5786, 5787, 5799, 6098, 6259, 7046, 7048, 7049, 7132, 7253, 7436, 7804, 8717, 8737, 8829, 9052, 9180, 10148, 10461, 22871, 26050, 53353, 55890, 57192, 81491, 133396, 285220, 342372	MAPTAC_class_II
GO:0005912	CC	e	adherens junction	84/4388	162/19370	1.6749950201936338e-06	5	84	9.531590795285852e-05	60, 102, 118, 182, 301, 302, 357, 659, 999, 1000, 1001, 1005, 1006, 1010, 1266, 1495, 1499, 1500, 1525, 1605, 1656, 1948, 1982, 2043, 2196, 2319, 3655, 3728, 4067, 4301, 4627, 4771, 4851, 5318, 5499, 5796, 5797, 5817, 5818, 5962, 6386, 6904, 7082, 7094, 7414, 7791, 8502, 8613, 8642, 8751, 8773, 9124, 9231, 9260, 10152, 10211, 10298, 10397, 10458, 10611, 10890, 10979, 11315, 23513, 23580, 25945, 27295, 28514, 51248, 54806, 55966, 55971, 56288, 57619, 64403, 64855, 65267, 83461, 83872, 84687, 117178, 134549, 342184, 389813	MAPTAC_class_II
GO:0005635	CC	e	nuclear envelope	76/4388	182/19370	1.7302537880602825e-06	4	76	9.531590795285852e-05	23, 142, 240, 274, 581, 664, 665, 667, 811, 1192, 1434, 1639, 1861, 2010, 2475, 3643, 3837, 3930, 4000, 4001, 4258, 4864, 4925, 4928, 5002, 5130, 5422, 5590, 5901, 5902, 5903, 5905, 6240, 6676, 6720, 7112, 7175, 7514, 8605, 8815, 9112, 9798, 9883, 10456, 10527, 10553, 11124, 11270, 22926, 23190, 23224, 23225, 23279, 23345, 23353, 23439, 23511, 23636, 25777, 26012, 26509, 27348, 29890, 51374, 54863, 55161, 55379, 55746, 57122, 57142, 64897, 80351, 91782, 200014, 221496, 348995	MAPTAC_class_II
GO:0034774	CC	e	secretory granule lumen	63/4388	115/19370	1.741301670556992e-06	6	63	9.531590795285852e-05	1, 197, 226, 240, 335, 353, 718, 847, 1476, 1512, 1915, 1938, 2547, 2665, 2821, 2934, 2950, 2992, 3146, 3312, 3320, 3326, 3615, 4282, 4831, 4860, 5122, 5223, 5274, 5315, 5443, 5478, 5683, 5686, 5689, 5701, 5702, 5708, 5709, 5713, 5717, 5836, 6093, 6279, 6280, 6727, 7018, 7414, 7415, 7520, 8566, 9861, 9961, 10213, 10450, 10549, 10694, 23406, 23526, 26578, 51719, 55276, 55832	MAPTAC_class_II
GO:0016323	CC	e	basolateral plasma membrane	86/4388	226/19370	1.8504121114338364e-06	4	86	9.531590795285852e-05	160, 301, 302, 409, 476, 481, 483, 490, 491, 540, 682, 770, 960, 975, 1000, 1499, 1525, 1605, 1832, 1956, 2030, 2035, 2064, 2065, 2066, 2319, 2683, 2760, 3326, 3416, 3675, 3761, 3949, 3953, 4025, 4035, 4072, 4363, 4642, 5167, 5310, 6513, 6520, 6521, 6522, 6536, 6541, 6548, 6558, 6566, 6768, 7037, 7082, 7253, 7430, 7809, 8140, 8573, 8613, 8650, 8671, 8754, 8884, 9053, 9056, 9057, 9497, 9843, 9962, 10211, 10392, 10630, 23513, 23516, 23705, 51248, 55966, 57282, 64116, 65009, 81539, 83481, 84976, 115701, 146894, 375611	MAPTAC_class_II
GO:1903561	CC	e	extracellular vesicle	30/4388	55/19370	1.85495560420474e-06	5	30	9.531590795285852e-05	335, 348, 476, 478, 481, 873, 1213, 1303, 2243, 2244, 2782, 2893, 3689, 3955, 4240, 4245, 5110, 5270, 5315, 5611, 5949, 6386, 6558, 6709, 7037, 7414, 8722, 10015, 10085, 11253	MAPTAC_class_II
GO:0005764	CC	e	lysosome	123/4388	275/19370	1.947504827768226e-06	7	123	9.531590795285852e-05	20, 53, 54, 410, 427, 445, 811, 823, 824, 847, 949, 968, 987, 1075, 1200, 1203, 1213, 1508, 1509, 1512, 1513, 1514, 1515, 1520, 1522, 1636, 1777, 2475, 2517, 2519, 2548, 2581, 2629, 2697, 2717, 2896, 3122, 3312, 3454, 3643, 3916, 3920, 3949, 3988, 4036, 4077, 4125, 4126, 4669, 4758, 4864, 4952, 5476, 5538, 5641, 5660, 6272, 6441, 6448, 6609, 6643, 6647, 7128, 7226, 7249, 7805, 7852, 7879, 8078, 8417, 8635, 8692, 8722, 8763, 9066, 9146, 9322, 9367, 9374, 9528, 9559, 9821, 10040, 10050, 10159, 10279, 10404, 10437, 10577, 23163, 23208, 23324, 23461, 23621, 23659, 25978, 26985, 27183, 27346, 51092, 51449, 51552, 54664, 54749, 54940, 55004, 55207, 56270, 57192, 57561, 64129, 64747, 66005, 81618, 81622, 84866, 112770, 120892, 128338, 144577, 153642, 201931, 255738	MAPTAC_class_II
GO:0010008	CC	e	endosome membrane	88/4388	227/19370	1.977937980734242e-06	6	88	9.531590795285852e-05	20, 338, 388, 527, 535, 537, 950, 1509, 1956, 2064, 2217, 3111, 3113, 3115, 3117, 3118, 3119, 3482, 3643, 3688, 3916, 3949, 4615, 5045, 5868, 6233, 6272, 6643, 6653, 7018, 7037, 7189, 7251, 7311, 7317, 7879, 8649, 8650, 8724, 8737, 8763, 9114, 9375, 9445, 9525, 9559, 9784, 10040, 10159, 10226, 10244, 10312, 10938, 11021, 11311, 23062, 23118, 23163, 23230, 23317, 23385, 23527, 23603, 23621, 25777, 25849, 26088, 27183, 27333, 51160, 51296, 51479, 51510, 51699, 55048, 55062, 55240, 55858, 56928, 57192, 58489, 63971, 64145, 79643, 80762, 84168, 84313, 261729	MAPTAC_class_II
GO:0072562	CC	e	blood microparticle	51/4388	112/19370	2.0610438667165568e-06	2	51	9.531590795285852e-05	1, 2, 60, 197, 213, 259, 325, 335, 336, 348, 629, 710, 716, 718, 1191, 1192, 1356, 2040, 2220, 2243, 2244, 2335, 2934, 3039, 3040, 3043, 3046, 3048, 3075, 3273, 3305, 3312, 3512, 3700, 3827, 3959, 5216, 5340, 5627, 5705, 6386, 6513, 6521, 7018, 7037, 7534, 8542, 23549, 51129, 83939, 253461	MAPTAC_class_II
GO:1990904	CC	e	ribonucleoprotein complex	84/4388	153/19370	2.21962723556732e-06	2	84	9.531590795285852e-05	60, 81, 1653, 1655, 1660, 1938, 1994, 2058, 2332, 2597, 3178, 3181, 3182, 3184, 3185, 3187, 3189, 3191, 3192, 3312, 3608, 3609, 4670, 4691, 4869, 4904, 4928, 5937, 6124, 6125, 6129, 6146, 6154, 6155, 6175, 6188, 6189, 6191, 6193, 6194, 6201, 6202, 6203, 6311, 6637, 6738, 6741, 7011, 7153, 7155, 7431, 7514, 7520, 8607, 8761, 9343, 9908, 10146, 10236, 10432, 10492, 10521, 10642, 10658, 10659, 10856, 11189, 23246, 23521, 23636, 26986, 27303, 27316, 51593, 55323, 56257, 60677, 64975, 79171, 79631, 79882, 81892, 120892, 220988	MAPTAC_class_II
GO:0031012	CC	e	extracellular matrix	101/4388	245/19370	2.2528348423750537e-06	3	101	9.531590795285852e-05	176, 197, 249, 348, 1101, 1277, 1278, 1280, 1284, 1285, 1286, 1287, 1288, 1289, 1295, 1296, 1299, 1301, 1302, 1305, 1306, 1308, 1462, 1893, 2006, 2200, 2201, 2202, 2335, 2615, 2734, 2817, 2822, 3491, 3617, 3730, 4015, 4052, 4053, 4060, 4064, 4148, 4314, 4323, 4324, 4325, 4326, 4585, 5649, 5806, 7045, 7049, 7052, 7057, 7076, 7077, 7078, 7373, 7450, 7476, 7481, 8425, 9313, 9508, 9509, 9510, 9806, 9860, 10418, 11095, 11173, 23767, 23768, 25903, 26018, 26254, 56999, 57633, 79625, 80059, 80070, 80781, 81035, 89932, 91522, 114990, 121227, 129080, 131873, 140766, 145864, 146760, 147372, 169611, 170689, 170690, 170691, 255631, 284217, 284297, 727897	MAPTAC_class_II
GO:0030133	CC	e	transport vesicle	44/4388	93/19370	2.285853096475241e-06	7	44	9.531590795285852e-05	523, 1113, 1176, 1314, 1315, 1604, 2261, 2264, 3482, 4074, 4922, 5016, 5122, 6836, 7425, 7805, 8615, 8766, 9276, 9321, 9367, 9527, 9950, 10066, 10226, 10244, 10282, 10618, 10961, 10972, 11014, 11261, 11316, 22820, 23423, 25844, 27333, 53834, 54732, 57586, 64418, 78992, 80023, 80763	MAPTAC_class_II
GO:1904813	CC	e	ficolin-1-rich granule lumen	75/4388	124/19370	2.313825554967709e-06	5	75	9.531590795285852e-05	1, 47, 226, 240, 327, 427, 823, 847, 1471, 1476, 1508, 1509, 1512, 1520, 1522, 1915, 1938, 2495, 2547, 2720, 2821, 2934, 2950, 2990, 2992, 3043, 3146, 3312, 3320, 3326, 3608, 3615, 3728, 3837, 4048, 4282, 4831, 4860, 5223, 5236, 5265, 5315, 5478, 5594, 5683, 5686, 5689, 5701, 5702, 5708, 5709, 5713, 5717, 5836, 6727, 7077, 7414, 7415, 9861, 9961, 10097, 10213, 10450, 10549, 10694, 23406, 26578, 51719, 51806, 55276, 55832, 55860, 56888, 116844, 124583	MAPTAC_class_II
GO:0031982	CC	e	vesicle	64/4388	160/19370	2.3449234979712882e-06	4	64	9.531590795285852e-05	60, 274, 301, 302, 649, 654, 655, 975, 1072, 1192, 1889, 2040, 2319, 2580, 2597, 2665, 2783, 2950, 3799, 4282, 4542, 4585, 4641, 4642, 4646, 5315, 5478, 5590, 5865, 5867, 6233, 6811, 6844, 7018, 7086, 7311, 7430, 7534, 8407, 8417, 8573, 8677, 8766, 8842, 9052, 9218, 9378, 9482, 9559, 9829, 10490, 23208, 23274, 23603, 23673, 26058, 27074, 29952, 55890, 55930, 64147, 79026, 84058, 148867	MAPTAC_class_II
GO:0005796	CC	e	Golgi lumen	45/4388	103/19370	2.364661836087506e-06	5	45	9.531590795285852e-05	176, 351, 1081, 1462, 1464, 1605, 2157, 2159, 2239, 2262, 2719, 2817, 3339, 4043, 4060, 4323, 4325, 4585, 4803, 5045, 5046, 5125, 5154, 5624, 5627, 6382, 6383, 6385, 7474, 7476, 8858, 9672, 10082, 10675, 27333, 50512, 51150, 54928, 56667, 81029, 83452, 140453, 221914, 375790, 727897	MAPTAC_class_II
GO:0005911	CC	e	cell-cell junction	87/4388	180/19370	2.392412977710083e-06	4	87	9.531590795285852e-05	60, 87, 120, 351, 914, 998, 1000, 1041, 1305, 1308, 1495, 1499, 1500, 1525, 1823, 1824, 1825, 1828, 1829, 1830, 2195, 2264, 2316, 3611, 3678, 3728, 3815, 4301, 4804, 4868, 5062, 5097, 5318, 5335, 5411, 5582, 5590, 5605, 5754, 5756, 5795, 5796, 5797, 5819, 6624, 6809, 6868, 7414, 8476, 8502, 8573, 9900, 9948, 10076, 10096, 10211, 11151, 23037, 23284, 23322, 23513, 23705, 23767, 23768, 25932, 25945, 27040, 30011, 50848, 51248, 51294, 54806, 54922, 55243, 56288, 57026, 57216, 57493, 60485, 64403, 83700, 84033, 84063, 91663, 225689, 284217, 100506658	MAPTAC_class_II
GO:0014069	CC	e	postsynaptic density	93/4388	247/19370	2.510555516026248e-06	4	93	9.780008487986692e-05	102, 118, 120, 409, 476, 659, 664, 1000, 1266, 1627, 1821, 2035, 2039, 2171, 2332, 2534, 3337, 3708, 3836, 4038, 4067, 4131, 4218, 4355, 4615, 4736, 4804, 4900, 4905, 5025, 5062, 5582, 5590, 5594, 5621, 6009, 6128, 6129, 6132, 6136, 6142, 6156, 6169, 6175, 6188, 6207, 6208, 6222, 6223, 6230, 6536, 6695, 7249, 7804, 8502, 8536, 8661, 8777, 8927, 9026, 9045, 9101, 9162, 9201, 9231, 9349, 9829, 10006, 10097, 10505, 10611, 11331, 22859, 22871, 23208, 23373, 23513, 23542, 25978, 26012, 28964, 29102, 54910, 57120, 57142, 57534, 59283, 79870, 81831, 81858, 84687, 85461, 220988	MAPTAC_class_II
GO:0005802	CC	e	trans-Golgi network	72/4388	181/19370	2.620094025932434e-06	4	72	9.984836581433821e-05	102, 540, 999, 1212, 1785, 2316, 2526, 2629, 2650, 2800, 2896, 3482, 4074, 4924, 4952, 5045, 5066, 5125, 5870, 6311, 6653, 6844, 6845, 7045, 8218, 8613, 8675, 8677, 8766, 8985, 9159, 9469, 9482, 9522, 9581, 10133, 10228, 10396, 10564, 10565, 10618, 10890, 23011, 23062, 23122, 23163, 23208, 23621, 25825, 27032, 27344, 51056, 51429, 51552, 55062, 55300, 55361, 56548, 56927, 57198, 66005, 78992, 79094, 84272, 84679, 120892, 122553, 144717, 148229, 150368, 286410, 286451	MAPTAC_class_II
GO:0045121	CC	e	membrane raft	90/4388	240/19370	2.6892494054319567e-06	4	90	0.0001003032810153664	292, 302, 351, 355, 476, 480, 490, 682, 684, 824, 857, 871, 914, 930, 962, 973, 1200, 1272, 1509, 1525, 1604, 1613, 1938, 1947, 1956, 2040, 2534, 2697, 2817, 3383, 3572, 3672, 3688, 3717, 3741, 3791, 3920, 3945, 4067, 4137, 4641, 4864, 5045, 5230, 5420, 5538, 5590, 5621, 5788, 5868, 6281, 6385, 6386, 6548, 6868, 7046, 7048, 7132, 7133, 7224, 7416, 8613, 8692, 8717, 8737, 8826, 9289, 10211, 10630, 11160, 11315, 23180, 23213, 23621, 23673, 27040, 28514, 55004, 55243, 55361, 65078, 79026, 79870, 91663, 120892, 146760, 203068, 219699, 284119, 285704	MAPTAC_class_II
GO:0005770	CC	e	late endosome	56/4388	138/19370	2.9102303926232572e-06	8	56	0.00010442876257249552	21, 540, 1520, 2896, 3312, 3454, 3482, 3643, 3916, 3920, 3949, 4074, 4077, 5594, 5604, 5605, 5641, 5660, 7018, 7251, 7780, 7852, 7879, 8218, 8291, 8417, 8878, 9367, 9482, 9528, 10312, 23274, 23339, 23461, 23621, 25849, 25978, 27065, 27183, 30849, 51009, 51150, 51552, 51699, 57192, 57498, 66005, 79589, 84866, 84888, 112936, 124930, 149371, 201931, 255738, 338692	MAPTAC_class_II
GO:0005765	CC	e	lysosomal membrane	149/4388	330/19370	2.919001349716076e-06	7	149	0.00010442876257249552	20, 21, 53, 290, 302, 309, 523, 527, 535, 949, 950, 968, 972, 1173, 1186, 1203, 1291, 1356, 1509, 1889, 2475, 2548, 2629, 2782, 2783, 2822, 2896, 3108, 3109, 3111, 3113, 3115, 3117, 3118, 3119, 3122, 3123, 3125, 3127, 3134, 3312, 3326, 3799, 3916, 3920, 4012, 4035, 4036, 4067, 4074, 4646, 4758, 4864, 4905, 5025, 5167, 5660, 5826, 5862, 5878, 6009, 6272, 6520, 6845, 7226, 7311, 7317, 7436, 7780, 7805, 7879, 8140, 8417, 8519, 8546, 8649, 8763, 8774, 8907, 9043, 9066, 9114, 9482, 9516, 9528, 9550, 9725, 9741, 10159, 10211, 10312, 10410, 10490, 10548, 10948, 11342, 23208, 23230, 23317, 23339, 23385, 23461, 23516, 23646, 26985, 27074, 28962, 51092, 51296, 51374, 51479, 51552, 54664, 54896, 55004, 55207, 55283, 55361, 55846, 55858, 56928, 57120, 57153, 57192, 57707, 64116, 64747, 79026, 79803, 80331, 81618, 83985, 84219, 84888, 84925, 90809, 112770, 114990, 121260, 128338, 144577, 201931, 206358, 220002, 221955, 255738, 284129, 286410, 100506658	MAPTAC_class_II
